"Statistic Label","Year","Electoral Division","UNIT","VALUE"
"Median Net Household Income","2022","Cloghera, Clare","€","67760"
"Median Net Household Income","2022","Clondagad, Clare","€","58255"
"Median Net Household Income","2022","Cloonadrum, Clare","€","40318"
"Median Net Household Income","2022","Cloonanaha, Clare","€","38583"
"Median Net Household Income","2022","Clooncoorha, Clare","€","48260"
"Median Net Household Income","2022","Clooney, Clare, 037034","€","37790"
"Median Net Household Income","2022","Clooney, Clare, 037035","€","63258"
"Median Net Household Income","2022","Cloontra, Clare","€","65606"
"Median Net Household Income","2022","Cloonusker, Clare","€","49221"
"Median Net Household Income","2022","Coolmeen, Clare","€","61898"
"Median Net Household Income","2022","Coolreagh, Clare","€","44476"
"Median Net Household Income","2022","Cooraclare, Clare","€","42743"
"Median Net Household Income","2022","Corrofin, Clare","€","44079"
"Median Net Household Income","2022","Cratloe, Clare","€","63344"
"Median Net Household Income","2022","Creegh, Clare","€","45036"
"Median Net Household Income","2022","Crusheen, Clare","€","57461"
"Median Net Household Income","2022","Dangan, Clare","€","54441"
"Median Net Household Income","2022","Derreen, Clare","€","31825"
"Median Net Household Income","2022","Derrynagittagh, Clare","€","51376"
"Median Net Household Income","2022","Doonbeg, Clare","€","39553"
"Median Net Household Income","2022","Doora, Clare","€","63561"
"Median Net Household Income","2022","Drumcreehy, Clare","€","41046"
"Median Net Household Income","2022","Drumellihy, Clare","€","38124"
"Median Net Household Income","2022","Drumline, Clare","€","53855"
"Median Net Household Income","2022","Drummaan, Clare","€","37869"
"Median Net Household Income","2022","Dysert, Clare","€","49803"
"Median Net Household Income","2022","Einagh, Clare","€","41931"
"Median Net Household Income","2022","Ennis No. 1 Urban, Clare","€","37256"
"Median Net Household Income","2022","Ennis No. 2 Urban, Clare","€","29320"
"Median Net Household Income","2022","Ennis No. 3 Urban, Clare","€","33631"
"Median Net Household Income","2022","Ennis No. 4 Urban, Clare","€","35078"
"Median Net Household Income","2022","Ennis Rural, Clare","€","49887"
"Median Net Household Income","2022","Ennistimon, Clare","€","38273"
"Median Net Household Income","2022","Fahymore, Clare","€","62777"
"Median Net Household Income","2022","Feakle, Clare","€","44933"
"Median Net Household Income","2022","Formoyle, Clare","€","44188"
"Median Net Household Income","2022","Furroor, Clare","€","50044"
"Median Net Household Income","2022","Glendree, Clare","€","31990"
"Median Net Household Income","2022","Gleninagh, Clare","€","41356"
"Median Net Household Income","2022","Glenmore, Clare","€","49217"
"Median Net Household Income","2022","Inishcaltra South/Inishcaltra North, Clare","€","36373"
"Median Net Household Income","2022","Kilballyowen, Clare","€","37097"
"Median Net Household Income","2022","Kilchreest, Clare","€","52088"
"Median Net Household Income","2022","Kilcloher, Clare","€","61782"
"Median Net Household Income","2022","Kilfearagh, Clare","€","42493"
"Median Net Household Income","2022","Kilfenora, Clare","€","36545"
"Median Net Household Income","2022","Kilfiddane, Clare","€","47846"
"Median Net Household Income","2022","Kilkee, Clare","€","28025"
"Median Net Household Income","2022","Kilkishen, Clare","€","50505"
"Median Net Household Income","2022","Killadysert, Clare","€","43838"
"Median Net Household Income","2022","Killaloe, Clare","€","44150"
"Median Net Household Income","2022","Killanena, Clare","€","39022"
"Median Net Household Income","2022","Killanniv, Clare","€","56189"
"Median Net Household Income","2022","Killard, Clare","€","38259"
"Median Net Household Income","2022","Killaspuglonane, Clare","€","43686"
"Median Net Household Income","2022","Killeely, Clare","€","58934"
"Median Net Household Income","2022","Killilagh, Clare","€","43192"
"Median Net Household Income","2022","Killimer, Clare","€","46884"
"Median Net Household Income","2022","Killinaboy, Clare","€","46218"
"Median Net Household Income","2022","Killofin, Clare","€","37804"
"Median Net Household Income","2022","Killokennedy, Clare","€","53049"
"Median Net Household Income","2022","Killone, Clare","€","68496"
"Median Net Household Income","2022","Killuran, Clare","€","53099"
"Median Net Household Income","2022","Kilmihil, Clare","€","36940"
"Median Net Household Income","2022","Kilmurry, Clare, 037094","€","42928"
"Median Net Household Income","2022","Kilmurry, Clare, 037095","€","38776"
"Median Net Household Income","2022","Kilnamona, Clare","€","61245"
"Median Net Household Income","2022","Kilraghtis, Clare","€","65255"
"Median Net Household Income","2022","Kilrush Rural, Clare","€","48065"
"Median Net Household Income","2022","Kilrush Urban, Clare","€","33250"
"Median Net Household Income","2022","Kilseily, Clare","€","57134"
"Median Net Household Income","2022","Kilshanny, Clare","€","36344"
"Median Net Household Income","2022","Kiltannon, Clare","€","52367"
"Median Net Household Income","2022","Kiltenanlea, Clare","€","63565"
"Median Net Household Income","2022","Kiltoraght, Clare","€","37868"
"Median Net Household Income","2022","Kinturk, Clare","€","42698"
"Median Net Household Income","2022","Knock, Clare","€","46110"
"Median Net Household Income","2022","Knocknaboley, Clare","€","35786"
"Median Net Household Income","2022","Knocknagore, Clare","€","47172"
"Median Net Household Income","2022","Kyle, Clare","€","57326"
"Median Net Household Income","2022","Lackareagh, Clare","€","54069"
"Median Net Household Income","2022","Liscannor, Clare","€","42335"
"Median Net Household Income","2022","Liscasey, Clare","€","53373"
"Median Net Household Income","2022","Lisdoonvarna, Clare","€","32830"
"Median Net Household Income","2022","Lisheen, Clare","€","59808"
"Median Net Household Income","2022","Loughea, Clare","€","41894"
"Median Net Household Income","2022","Lurraga, Clare","€","38082"
"Median Net Household Income","2022","Magherareagh, Clare","€","49813"
"Median Net Household Income","2022","Milltown Malbay, Clare","€","39478"
"Median Net Household Income","2022","Mount Elva, Clare","€","37295"
"Median Net Household Income","2022","Mountievers, Clare","€","62124"
"Median Net Household Income","2022","Mountshannon, Clare","€","39118"
"Median Net Household Income","2022","Moveen/Tullig, Clare","€","45003"
"Median Net Household Income","2022","Moy, Clare","€","44369"
"Median Net Household Income","2022","Moyarta, Clare","€","34738"
"Median Net Household Income","2022","Muckanagh, Clare","€","55891"
"Median Net Household Income","2022","Mullagh, Clare","€","32929"
"Median Net Household Income","2022","Newgrove, Clare","€","55215"
"Median Net Household Income","2022","Newmarket, Clare","€","45913"
"Median Net Household Income","2022","Noughaval, Clare","€","54584"
"Median Net Household Income","2022","O'briensbridge, Clare","€","54945"
"Median Net Household Income","2022","Ogonnelloe, Clare","€","58188"
"Median Net Household Income","2022","Oughtmama, Clare","€","45643"
"Median Net Household Income","2022","Querrin, Clare","€","44547"
"Median Net Household Income","2022","Quin, Clare","€","60294"
"Median Net Household Income","2022","Rahona, Clare","€","28988"
"Median Net Household Income","2022","Rath, Clare","€","40646"
"Median Net Household Income","2022","Rathborney, Clare","€","42065"
"Median Net Household Income","2022","Rathclooney, Clare","€","55584"
"Median Net Household Income","2022","Rinealon, Clare","€","43245"
"Median Net Household Income","2022","Rossroe, Clare","€","73498"
"Median Net Household Income","2022","Ruan, Clare","€","50776"
"Median Net Household Income","2022","Scarriff, Clare","€","39605"
"Median Net Household Income","2022","Sixmilebridge, Clare","€","54702"
"Median Net Household Income","2022","Smithstown, Clare","€","43388"
"Median Net Household Income","2022","Spancelhill, Clare","€","60841"
"Median Net Household Income","2022","St. Martin's, Clare","€","40784"
"Median Net Household Income","2022","Templemaley, Clare","€","61650"
"Median Net Household Income","2022","Toberbreeda, Clare","€","62110"
"Median Net Household Income","2022","Tomfinlough, Clare","€","65383"
"Median Net Household Income","2022","Tulla, Clare","€","49065"
"Median Net Household Income","2022","Tullycreen, Clare","€","39790"
"Median Net Household Income","2022","Urlan, Clare","€","59092"
"Median Net Household Income","2022","Ballincollig, Cork City","€","60749"
"Median Net Household Income","2022","Ballinlough A, Cork City","€","52079"
"Median Net Household Income","2022","Ballinlough B, Cork City","€","59301"
"Median Net Household Income","2022","Ballinlough C, Cork City","€","57326"
"Median Net Household Income","2022","Ballygarvan/Lehenagh, Cork City","€","64453"
"Median Net Household Income","2022","Ballyphehane A, Cork City","€","42434"
"Median Net Household Income","2022","Ballyphehane B, Cork City","€","44621"
"Median Net Household Income","2022","Bishopstown A, Cork City","€","39181"
"Median Net Household Income","2022","Bishopstown B, Cork City","€","44149"
"Median Net Household Income","2022","Bishopstown C, Cork City","€","57155"
"Median Net Household Income","2022","Bishopstown D, Cork City","€","54901"
"Median Net Household Income","2022","Bishopstown E, Cork City","€","51832"
"Median Net Household Income","2022","Bishopstown, Cork City","€","50509"
"Median Net Household Income","2022","Blackpool A, Cork City","€","33702"
"Median Net Household Income","2022","Blackpool B, Cork City","€","37773"
"Median Net Household Income","2022","Blarney, Cork City","€","57153"
"Median Net Household Income","2022","Browningstown, Cork City","€","68468"
"Median Net Household Income","2022","Caherlag, Cork City","€","70234"
"Median Net Household Income","2022","Carrigaline/Monkstown Rural/Douglas, Cork City","€","64286"
"Median Net Household Income","2022","Carrigrohanebeg, Cork City","€","55279"
"Median Net Household Income","2022","Centre A, Cork City","€","37039"
"Median Net Household Income","2022","Centre B, Cork City","€","39208"
"Median Net Household Income","2022","Churchfield, Cork City","€","39847"
"Median Net Household Income","2022","City Hall A, Cork City","€","56034"
"Median Net Household Income","2022","City Hall B, Cork City","€","48249"
"Median Net Household Income","2022","Commons, Cork City","€","43148"
"Median Net Household Income","2022","Douglas/Lehenagh, Cork City","€","67338"
"Median Net Household Income","2022","Evergreen, Cork City","€","40830"
"Median Net Household Income","2022","Fair Hill A, Cork City","€","38057"
"Median Net Household Income","2022","Fair Hill B, Cork City","€","32535"
"Median Net Household Income","2022","Fair Hill C, Cork City","€","44756"
"Median Net Household Income","2022","Farranferris A, Cork City","€","33277"
"Median Net Household Income","2022","Farranferris B, Cork City","€","37686"
"Median Net Household Income","2022","Farranferris C, Cork City","€","36268"
"Median Net Household Income","2022","Gillabbey A, Cork City","€","40224"
"Median Net Household Income","2022","Gillabbey B, Cork City","€","30101"
"Median Net Household Income","2022","Gillabbey C, Cork City","€","42591"
"Median Net Household Income","2022","Glasheen A, Cork City","€","61706"
"Median Net Household Income","2022","Glasheen B, Cork City","€","40891"
"Median Net Household Income","2022","Glasheen C, Cork City","€","43805"
"Median Net Household Income","2022","Greenmount, Cork City","€","48764"
"Median Net Household Income","2022","Gurranebraher A, Cork City","€","39946"
"Median Net Household Income","2022","Gurranebraher B, Cork City","€","29239"
"Median Net Household Income","2022","Gurranebraher C, Cork City","€","33541"
"Median Net Household Income","2022","Gurranebraher D, Cork City","€","42269"
"Median Net Household Income","2022","Gurranebraher E, Cork City","€","38571"
"Median Net Household Income","2022","Inishkenny, Cork City","€","60497"
"Median Net Household Income","2022","Knocknaheeny, Cork City","€","41024"
"Median Net Household Income","2022","Knockrea A, Cork City","€","56772"
"Median Net Household Income","2022","Knockrea B, Cork City","€","66108"
"Median Net Household Income","2022","Mahon A, Cork City","€","51421"
"Median Net Household Income","2022","Mahon B, Cork City","€","50492"
"Median Net Household Income","2022","Mahon C, Cork City","€","56944"
"Median Net Household Income","2022","Mardyke, Cork City","€","39204"
"Median Net Household Income","2022","Matehy, Cork City","€","64681"
"Median Net Household Income","2022","Mayfield, Cork City","€","35744"
"Median Net Household Income","2022","Montenotte A, Cork City","€","48732"
"Median Net Household Income","2022","Montenotte B, Cork City","€","45909"
"Median Net Household Income","2022","Ovens, Cork City","€","74549"
"Median Net Household Income","2022","Pouladuff A, Cork City","€","40596"
"Median Net Household Income","2022","Pouladuff B, Cork City","€","39792"
"Median Net Household Income","2022","Rathcooney, Cork City","€","61773"
"Median Net Household Income","2022","Riverstown, Cork City","€","67026"
"Median Net Household Income","2022","Shanakiel, Cork City","€","47564"
"Median Net Household Income","2022","Shandon A, Cork City","€","40325"
"Median Net Household Income","2022","Shandon B, Cork City","€","36579"
"Median Net Household Income","2022","South Gate A, Cork City","€","41540"
"Median Net Household Income","2022","South Gate B, Cork City","€","38755"
"Median Net Household Income","2022","St. Mary's (East), Cork City","€","63274"
"Median Net Household Income","2022","St. Mary's (West), Cork City","€","59194"
"Median Net Household Income","2022","St. Patrick's A, Cork City","€","36937"
"Median Net Household Income","2022","St. Patrick's B, Cork City","€","39099"
"Median Net Household Income","2022","St. Patrick's C, Cork City","€","37983"
"Median Net Household Income","2022","Sunday's Well A, Cork City","€","50537"
"Median Net Household Income","2022","Sunday's Well B, Cork City","€","42628"
"Median Net Household Income","2022","The Glen A, Cork City","€","41101"
"Median Net Household Income","2022","The Glen B, Cork City","€","46636"
"Median Net Household Income","2022","The Lough, Cork City","€","39546"
"Median Net Household Income","2022","Tivoli A, Cork City","€","43543"
"Median Net Household Income","2022","Tivoli B, Cork City","€","51954"
"Median Net Household Income","2022","Togher A, Cork City","€","39608"
"Median Net Household Income","2022","Togher B, Cork City","€","41400"
"Median Net Household Income","2022","Tramore A, Cork City","€","46483"
"Median Net Household Income","2022","Tramore B, Cork City","€","59549"
"Median Net Household Income","2022","Tramore C, Cork City","€","50573"
"Median Net Household Income","2022","Turner's Cross A, Cork City","€","43775"
"Median Net Household Income","2022","Turner's Cross B, Cork City","€","42435"
"Median Net Household Income","2022","Turner's Cross C, Cork City","€","44325"
"Median Net Household Income","2022","Turner's Cross D, Cork City","€","43330"
"Median Net Household Income","2022","Whitechurch, Cork City","€","67756"
"Median Net Household Income","2022","Abbeymahon, Cork County","€","53337"
"Median Net Household Income","2022","Adrigole, Cork County","€","31058"
"Median Net Household Income","2022","Aghadown North, Cork County","€","38526"
"Median Net Household Income","2022","Aghadown South, Cork County","€","37547"
"Median Net Household Income","2022","Aghern, Cork County","€","59244"
"Median Net Household Income","2022","Aghinagh, Cork County","€","68621"
"Median Net Household Income","2022","Aglish, Cork County","€","71514"
"Median Net Household Income","2022","Ahil, Cork County","€","34336"
"Median Net Household Income","2022","Allow, Cork County","€","49713"
"Median Net Household Income","2022","Ardagh, Cork County","€","61989"
"Median Net Household Income","2022","Ardfield, Cork County","€","57218"
"Median Net Household Income","2022","Ardskeagh, Cork County","€","59669"
"Median Net Household Income","2022","Argideen, Cork County","€","57900"
"Median Net Household Income","2022","Aultagh, Cork County","€","54424"
"Median Net Household Income","2022","Ballinadee, Cork County","€","56726"
"Median Net Household Income","2022","Ballincollig, Cork County","€","77521"
"Median Net Household Income","2022","Ballingurteen, Cork County","€","55353"
"Median Net Household Income","2022","Ballinspittle, Cork County","€","49257"
"Median Net Household Income","2022","Ballintemple, Cork County","€","60908"
"Median Net Household Income","2022","Ballyarthur, Cork County","€","58761"
"Median Net Household Income","2022","Ballybane, Cork County","€","28423"
"Median Net Household Income","2022","Ballyclogh, Cork County","€","60727"
"Median Net Household Income","2022","Ballycottin, Cork County","€","52925"
"Median Net Household Income","2022","Ballydehob, Cork County","€","33667"
"Median Net Household Income","2022","Ballyfeard, Cork County","€","66194"
"Median Net Household Income","2022","Ballyfoyle, Cork County","€","53097"
"Median Net Household Income","2022","Ballygarvan, Cork County","€","67347"
"Median Net Household Income","2022","Ballygroman, Cork County","€","73002"
"Median Net Household Income","2022","Ballyhoolahan, Cork County","€","54242"
"Median Net Household Income","2022","Ballyhooly, Cork County","€","51962"
"Median Net Household Income","2022","Ballymackean, Cork County","€","55341"
"Median Net Household Income","2022","Ballymartle, Cork County","€","68234"
"Median Net Household Income","2022","Ballymodan, Cork County","€","48853"
"Median Net Household Income","2022","Ballymoney, Cork County","€","47311"
"Median Net Household Income","2022","Ballymurphy, Cork County","€","74403"
"Median Net Household Income","2022","Ballynaglogh, Cork County","€","63269"
"Median Net Household Income","2022","Ballynamona, Cork County","€","62361"
"Median Net Household Income","2022","Ballynoe, Cork County","€","58284"
"Median Net Household Income","2022","Ballyspillane, Cork County","€","56453"
"Median Net Household Income","2022","Bandon, Cork County","€","36058"
"Median Net Household Income","2022","Banteer, Cork County","€","46715"
"Median Net Household Income","2022","Bantry Urban, Cork County","€","35622"
"Median Net Household Income","2022","Barleyhill, Cork County","€","47439"
"Median Net Household Income","2022","Barnacurra, Cork County","€","49092"
"Median Net Household Income","2022","Baurleigh, Cork County","€","65361"
"Median Net Household Income","2022","Bawncross, Cork County","€","41725"
"Median Net Household Income","2022","Bealanageary, Cork County, 047047","€","44373"
"Median Net Household Income","2022","Bealanageary, Cork County, 047048","€","45922"
"Median Net Household Income","2022","Bealock, Cork County","€","43118"
"Median Net Household Income","2022","Bear, Cork County","€","34074"
"Median Net Household Income","2022","Bengour, Cork County","€","57732"
"Median Net Household Income","2022","Blackpool, Cork County","€","69060"
"Median Net Household Income","2022","Blarney, Cork County","€","63633"
"Median Net Household Income","2022","Boherboy, Cork County","€","45172"
"Median Net Household Income","2022","Boulteen, Cork County","€","56358"
"Median Net Household Income","2022","Bredagh, Cork County","€","39704"
"Median Net Household Income","2022","Brinny, Cork County","€","65052"
"Median Net Household Income","2022","Butlerstown, Cork County","€","58353"
"Median Net Household Income","2022","Buttevant, Cork County","€","42891"
"Median Net Household Income","2022","Caheragh, Cork County","€","49794"
"Median Net Household Income","2022","Caherbarnagh, Cork County","€","58520"
"Median Net Household Income","2022","Caherduggan, Cork County","€","57557"
"Median Net Household Income","2022","Caherlag, Cork County","€","62531"
"Median Net Household Income","2022","Cahermore, Cork County","€","39572"
"Median Net Household Income","2022","Candroma, Cork County","€","48746"
"Median Net Household Income","2022","Cannaway, Cork County","€","69884"
"Median Net Household Income","2022","Cape Clear, Cork County","€","32771"
"Median Net Household Income","2022","Carrig, Cork County, 047069","€","51961"
"Median Net Household Income","2022","Carrig, Cork County, 047070","€","67834"
"Median Net Household Income","2022","Carrigaline, Cork County, 047071","€","59602"
"Median Net Household Income","2022","Carrigaline, Cork County, 047072","€","62283"
"Median Net Household Income","2022","Carrigbaun, Cork County","€","40568"
"Median Net Household Income","2022","Carrigboy, Cork County","€","50711"
"Median Net Household Income","2022","Carrignavar, Cork County","€","69353"
"Median Net Household Income","2022","Carrigrohanebeg, Cork County","€","70172"
"Median Net Household Income","2022","Carrigtohill, Cork County","€","60965"
"Median Net Household Income","2022","Cashel, Cork County","€","63015"
"Median Net Household Income","2022","Castle Hyde, Cork County","€","68409"
"Median Net Household Income","2022","Castlecooke, Cork County","€","57995"
"Median Net Household Income","2022","Castlecor, Cork County","€","49164"
"Median Net Household Income","2022","Castlehaven North, Cork County","€","41905"
"Median Net Household Income","2022","Castlehaven South, Cork County","€","41998"
"Median Net Household Income","2022","Castlelyons, Cork County","€","55891"
"Median Net Household Income","2022","Castlemagner, Cork County","€","54882"
"Median Net Household Income","2022","Castlemartyr, Cork County","€","61907"
"Median Net Household Income","2022","Castletown, Cork County","€","51869"
"Median Net Household Income","2022","Castletownroche, Cork County","€","40055"
"Median Net Household Income","2022","Castleventry, Cork County","€","63572"
"Median Net Household Income","2022","Churchtown, Cork County","€","49251"
"Median Net Household Income","2022","Cleanrath, Cork County","€","45963"
"Median Net Household Income","2022","Clenor, Cork County","€","56019"
"Median Net Household Income","2022","Cloghdonnell, Cork County","€","51246"
"Median Net Household Income","2022","Clonakilty Rural, Cork County","€","58714"
"Median Net Household Income","2022","Clonakilty Urban, Cork County","€","42098"
"Median Net Household Income","2022","Clondrohid, Cork County","€","51441"
"Median Net Household Income","2022","Clonfert East, Cork County","€","39645"
"Median Net Household Income","2022","Clonfert West, Cork County","€","31958"
"Median Net Household Income","2022","Clonmeen, Cork County","€","56367"
"Median Net Household Income","2022","Clonmoyle, Cork County","€","61053"
"Median Net Household Income","2022","Clonmult, Cork County","€","62191"
"Median Net Household Income","2022","Clonpriest, Cork County","€","51891"
"Median Net Household Income","2022","Cloonkeen, Cork County","€","40340"
"Median Net Household Income","2022","Cloyne, Cork County","€","56991"
"Median Net Household Income","2022","Cobh Rural, Cork County","€","56223"
"Median Net Household Income","2022","Cobh Urban, Cork County","€","44527"
"Median Net Household Income","2022","Coolagh, Cork County","€","27527"
"Median Net Household Income","2022","Coolclogh, Cork County","€","58528"
"Median Net Household Income","2022","Coolcraheen, Cork County","€","50177"
"Median Net Household Income","2022","Coole, Cork County","€","55679"
"Median Net Household Income","2022","Coolmain, Cork County","€","62802"
"Median Net Household Income","2022","Coolmountain, Cork County","€","41550"
"Median Net Household Income","2022","Coomlogane, Cork County","€","44566"
"Median Net Household Income","2022","Corkbeg, Cork County","€","58918"
"Median Net Household Income","2022","Coulagh, Cork County","€","31230"
"Median Net Household Income","2022","Courtmacsherry, Cork County","€","44690"
"Median Net Household Income","2022","Crinnaloo, Cork County","€","48487"
"Median Net Household Income","2022","Crookhaven, Cork County","€","32025"
"Median Net Household Income","2022","Cullen, Cork County, 047120","€","69792"
"Median Net Household Income","2022","Cullen, Cork County, 047121","€","45920"
"Median Net Household Income","2022","Curraglass, Cork County","€","55661"
"Median Net Household Income","2022","Curryglass, Cork County","€","36535"
"Median Net Household Income","2022","Dangan, Cork County","€","68187"
"Median Net Household Income","2022","Derragh, Cork County","€","51051"
"Median Net Household Income","2022","Derry, Cork County","€","50836"
"Median Net Household Income","2022","Derryfineen, Cork County","€","46498"
"Median Net Household Income","2022","Derryvillane, Cork County","€","46586"
"Median Net Household Income","2022","Doneraile, Cork County","€","42284"
"Median Net Household Income","2022","Doonasleen, Cork County","€","52512"
"Median Net Household Income","2022","Douce, Cork County","€","30734"
"Median Net Household Income","2022","Douglas, Cork County","€","73641"
"Median Net Household Income","2022","Drinagh, Cork County, 047133","€","44326"
"Median Net Household Income","2022","Drinagh, Cork County, 047134","€","45790"
"Median Net Household Income","2022","Dripsey, Cork County","€","64311"
"Median Net Household Income","2022","Drishane, Cork County","€","49365"
"Median Net Household Income","2022","Dromdaleague North, Cork County","€","53304"
"Median Net Household Income","2022","Dromdaleague South, Cork County","€","45599"
"Median Net Household Income","2022","Dromina, Cork County","€","43184"
"Median Net Household Income","2022","Dromore, Cork County","€","57325"
"Median Net Household Income","2022","Dunbeacon, Cork County","€","39779"
"Median Net Household Income","2022","Dunderrow, Cork County","€","70058"
"Median Net Household Income","2022","Dungourney, Cork County","€","69890"
"Median Net Household Income","2022","Dunmanus, Cork County","€","44607"
"Median Net Household Income","2022","Dunmanway North, Cork County","€","42985"
"Median Net Household Income","2022","Dunmanway South, Cork County","€","46585"
"Median Net Household Income","2022","Durrus East, Cork County","€","39139"
"Median Net Household Income","2022","Durrus West, Cork County","€","35122"
"Median Net Household Income","2022","Farahy, Cork County","€","55992"
"Median Net Household Income","2022","Farranbrien, Cork County","€","55651"
"Median Net Household Income","2022","Fermoy Rural, Cork County","€","48534"
"Median Net Household Income","2022","Fermoy Urban, Cork County","€","38639"
"Median Net Household Income","2022","Firmount, Cork County","€","68909"
"Median Net Household Income","2022","Garranes, Cork County","€","45821"
"Median Net Household Income","2022","Garrown, Cork County","€","45431"
"Median Net Household Income","2022","Garryvoe, Cork County","€","65305"
"Median Net Household Income","2022","Glanlough, Cork County","€","35449"
"Median Net Household Income","2022","Glanworth East, Cork County","€","58974"
"Median Net Household Income","2022","Glanworth West, Cork County","€","53996"
"Median Net Household Income","2022","Glengarriff, Cork County","€","41358"
"Median Net Household Income","2022","Glenlara, Cork County","€","59676"
"Median Net Household Income","2022","Glenville, Cork County","€","68731"
"Median Net Household Income","2022","Goleen, Cork County","€","33029"
"Median Net Household Income","2022","Gortmore, Cork County","€","61981"
"Median Net Household Income","2022","Gortnascreeny, Cork County","€","45876"
"Median Net Household Income","2022","Gortnaskehy, Cork County","€","45490"
"Median Net Household Income","2022","Gortnatubbrid, Cork County","€","47841"
"Median Net Household Income","2022","Gortroe, Cork County","€","59680"
"Median Net Household Income","2022","Gowlane, Cork County","€","62558"
"Median Net Household Income","2022","Greenane, Cork County","€","46380"
"Median Net Household Income","2022","Greenfort, Cork County","€","67598"
"Median Net Household Income","2022","Greenville, Cork County","€","63103"
"Median Net Household Income","2022","Ightermurragh, Cork County","€","53883"
"Median Net Household Income","2022","Imphrick, Cork County","€","57317"
"Median Net Household Income","2022","Inch, Cork County","€","65859"
"Median Net Household Income","2022","Inchigeelagh, Cork County","€","47283"
"Median Net Household Income","2022","Inishannon, Cork County","€","64806"
"Median Net Household Income","2022","Inishkenny, Cork County","€","77203"
"Median Net Household Income","2022","Kanturk, Cork County","€","41709"
"Median Net Household Income","2022","Keale, Cork County","€","57901"
"Median Net Household Income","2022","Kealkill, Cork County","€","45903"
"Median Net Household Income","2022","Kilberrihert, Cork County","€","57247"
"Median Net Household Income","2022","Kilbonane, Cork County","€","71710"
"Median Net Household Income","2022","Kilbrin, Cork County","€","45585"
"Median Net Household Income","2022","Kilbrittain, Cork County","€","58128"
"Median Net Household Income","2022","Kilbrogan, Cork County","€","55598"
"Median Net Household Income","2022","Kilcaskan, Cork County","€","33645"
"Median Net Household Income","2022","Kilcatherine, Cork County","€","36366"
"Median Net Household Income","2022","Kilcoe, Cork County","€","39509"
"Median Net Household Income","2022","Kilcor, Cork County","€","55428"
"Median Net Household Income","2022","Kilcorney, Cork County","€","43579"
"Median Net Household Income","2022","Kilcronat, Cork County","€","57155"
"Median Net Household Income","2022","Kilcullen, Cork County","€","66528"
"Median Net Household Income","2022","Kilcummer, Cork County","€","57808"
"Median Net Household Income","2022","Kildinan, Cork County","€","65611"
"Median Net Household Income","2022","Kildorrery, Cork County","€","51600"
"Median Net Household Income","2022","Kilfaughnabeg, Cork County","€","38799"
"Median Net Household Income","2022","Kilgullane, Cork County","€","51678"
"Median Net Household Income","2022","Kilkerranmore, Cork County","€","48914"
"Median Net Household Income","2022","Killaconenagh, Cork County","€","37689"
"Median Net Household Income","2022","Killathy, Cork County","€","64121"
"Median Net Household Income","2022","Killeagh, Cork County, 047202","€","54564"
"Median Net Household Income","2022","Killeagh, Cork County, 047203","€","69460"
"Median Net Household Income","2022","Killeenleagh, Cork County","€","46092"
"Median Net Household Income","2022","Kilmacdonogh, Cork County","€","54559"
"Median Net Household Income","2022","Kilmaclenine, Cork County","€","50700"
"Median Net Household Income","2022","Kilmaloda East, Cork County","€","56303"
"Median Net Household Income","2022","Kilmaloda West, Cork County","€","57724"
"Median Net Household Income","2022","Kilmeen, Cork County","€","47437"
"Median Net Household Income","2022","Kilmonoge, Cork County","€","63550"
"Median Net Household Income","2022","Kilmoylerane, Cork County","€","63271"
"Median Net Household Income","2022","Kilnagross, Cork County","€","55027"
"Median Net Household Income","2022","Kilnamanagh, Cork County","€","33865"
"Median Net Household Income","2022","Kilnamartery, Cork County","€","56154"
"Median Net Household Income","2022","Kilpatrick, Cork County","€","64285"
"Median Net Household Income","2022","Kilphelan, Cork County","€","49946"
"Median Net Household Income","2022","Kilshannig, Cork County","€","54912"
"Median Net Household Income","2022","Kilworth, Cork County","€","54924"
"Median Net Household Income","2022","Kinneigh, Cork County","€","51270"
"Median Net Household Income","2022","Kinsale Rural, Cork County","€","59500"
"Median Net Household Income","2022","Kinsale Urban, Cork County","€","43191"
"Median Net Household Income","2022","Kinure, Cork County","€","56671"
"Median Net Household Income","2022","Knockantota, Cork County","€","68649"
"Median Net Household Income","2022","Knockatooan, Cork County","€","42060"
"Median Net Household Income","2022","Knockavilly, Cork County","€","71619"
"Median Net Household Income","2022","Knockmourne, Cork County","€","56509"
"Median Net Household Income","2022","Knocknagree, Cork County","€","45331"
"Median Net Household Income","2022","Knockraha, Cork County","€","71737"
"Median Net Household Income","2022","Knockroe, Cork County","€","68244"
"Median Net Household Income","2022","Knocks, Cork County","€","56386"
"Median Net Household Income","2022","Knockskagh, Cork County","€","47075"
"Median Net Household Income","2022","Knocktemple, Cork County","€","42736"
"Median Net Household Income","2022","Laherne, Cork County","€","55376"
"Median Net Household Income","2022","Leighmoney, Cork County","€","75061"
"Median Net Household Income","2022","Leitrim, Cork County","€","76677"
"Median Net Household Income","2022","Liscarroll, Cork County","€","48062"
"Median Net Household Income","2022","Liscleary, Cork County","€","68412"
"Median Net Household Income","2022","Lisgoold, Cork County","€","69557"
"Median Net Household Income","2022","Lowertown, Cork County","€","36427"
"Median Net Household Income","2022","Macloneigh, Cork County","€","55008"
"Median Net Household Income","2022","Macroom Urban, Cork County","€","45497"
"Median Net Household Income","2022","Magourney, Cork County","€","53886"
