"Statistic Label","Year","Electoral Division","UNIT","VALUE"
"Mean Net Household Income","2022","Moone, Kildare","€","66686"
"Mean Net Household Income","2022","Morristownbiller, Kildare","€","64513"
"Mean Net Household Income","2022","Naas Rural, Kildare","€","70910"
"Mean Net Household Income","2022","Naas Urban, Kildare","€","73256"
"Mean Net Household Income","2022","Narraghmore, Kildare","€","75435"
"Mean Net Household Income","2022","Newtown, Kildare","€","79280"
"Mean Net Household Income","2022","Nurney, Kildare","€","65730"
"Mean Net Household Income","2022","Oldconnell, Kildare","€","76693"
"Mean Net Household Income","2022","Oughterard, Kildare","€","82466"
"Mean Net Household Income","2022","Pollardstown, Kildare","€","80042"
"Mean Net Household Income","2022","Quinsborough, Kildare","€","70897"
"Mean Net Household Income","2022","Rathangan, Kildare","€","55539"
"Mean Net Household Income","2022","Rathernan, Kildare","€","64724"
"Mean Net Household Income","2022","Rathmore, Kildare","€","88418"
"Mean Net Household Income","2022","Robertstown, Kildare","€","57230"
"Mean Net Household Income","2022","Skerries, Kildare","€","60907"
"Mean Net Household Income","2022","Straffan, Kildare","€","87748"
"Mean Net Household Income","2022","Thomastown, Kildare","€","71456"
"Mean Net Household Income","2022","Timahoe North, Kildare","€","68307"
"Mean Net Household Income","2022","Timahoe South, Kildare","€","67994"
"Mean Net Household Income","2022","Usk, Kildare","€","65067"
"Mean Net Household Income","2022","Windmill Cross, Kildare","€","57151"
"Mean Net Household Income","2022","Aghaviller, Kilkenny","€","63353"
"Mean Net Household Income","2022","Aglish, Kilkenny","€","58811"
"Mean Net Household Income","2022","Attanagh, Kilkenny","€","65225"
"Mean Net Household Income","2022","Balleen, Kilkenny","€","60345"
"Mean Net Household Income","2022","Ballinamara, Kilkenny","€","73427"
"Mean Net Household Income","2022","Ballincrea, Kilkenny","€","65032"
"Mean Net Household Income","2022","Ballybeagh, Kilkenny","€","65072"
"Mean Net Household Income","2022","Ballycallan, Kilkenny","€","67860"
"Mean Net Household Income","2022","Ballyconra, Kilkenny","€","70598"
"Mean Net Household Income","2022","Ballyhale, Kilkenny","€","53108"
"Mean Net Household Income","2022","Ballyragget, Kilkenny","€","53185"
"Mean Net Household Income","2022","Ballyvool, Kilkenny","€","59320"
"Mean Net Household Income","2022","Baunmore, Kilkenny","€","67436"
"Mean Net Household Income","2022","Bennettsbridge, Kilkenny","€","58995"
"Mean Net Household Income","2022","Boolyglass, Kilkenny","€","59574"
"Mean Net Household Income","2022","Bramblestown, Kilkenny","€","73845"
"Mean Net Household Income","2022","Brownsford, Kilkenny","€","67463"
"Mean Net Household Income","2022","Burnchurch, Kilkenny","€","78005"
"Mean Net Household Income","2022","Callan Rural, Kilkenny","€","56442"
"Mean Net Household Income","2022","Callan Urban, Kilkenny","€","45672"
"Mean Net Household Income","2022","Castlebanny, Kilkenny","€","65752"
"Mean Net Household Income","2022","Castlecomer, Kilkenny","€","53300"
"Mean Net Household Income","2022","Castlegannon, Kilkenny","€","65409"
"Mean Net Household Income","2022","Clara, Kilkenny","€","71544"
"Mean Net Household Income","2022","Clogh, Kilkenny","€","56712"
"Mean Net Household Income","2022","Clogharinka, Kilkenny","€","52667"
"Mean Net Household Income","2022","Clomantagh, Kilkenny","€","50857"
"Mean Net Household Income","2022","Coolaghmore, Kilkenny","€","63094"
"Mean Net Household Income","2022","Coolcraheen, Kilkenny","€","67788"
"Mean Net Household Income","2022","Coolhill, Kilkenny","€","68645"
"Mean Net Household Income","2022","Danesfort, Kilkenny","€","64551"
"Mean Net Household Income","2022","Dunbell, Kilkenny","€","70829"
"Mean Net Household Income","2022","Dunkitt, Kilkenny","€","60436"
"Mean Net Household Income","2022","Dunmore, Kilkenny","€","76335"
"Mean Net Household Income","2022","Dunnamaggan, Kilkenny","€","67247"
"Mean Net Household Income","2022","Dysartmoon, Kilkenny","€","58882"
"Mean Net Household Income","2022","Earlstown, Kilkenny","€","61646"
"Mean Net Household Income","2022","Ennisnag, Kilkenny","€","66939"
"Mean Net Household Income","2022","Famma, Kilkenny","€","66671"
"Mean Net Household Income","2022","Farnoge, Kilkenny","€","62307"
"Mean Net Household Income","2022","Fiddown, Kilkenny","€","59028"
"Mean Net Household Income","2022","Freaghana, Kilkenny","€","61063"
"Mean Net Household Income","2022","Freshford, Kilkenny","€","51228"
"Mean Net Household Income","2022","Galmoy, Kilkenny","€","63168"
"Mean Net Household Income","2022","Glashare, Kilkenny","€","64747"
"Mean Net Household Income","2022","Goresbridge, Kilkenny","€","45609"
"Mean Net Household Income","2022","Gowran, Kilkenny","€","58435"
"Mean Net Household Income","2022","Graiguenamanagh, Kilkenny","€","48165"
"Mean Net Household Income","2022","Grange, Kilkenny","€","71896"
"Mean Net Household Income","2022","Inistioge, Kilkenny","€","49101"
"Mean Net Household Income","2022","Jerpoint Church, Kilkenny","€","58117"
"Mean Net Household Income","2022","Jerpoint West, Kilkenny","€","62457"
"Mean Net Household Income","2022","Johnstown, Kilkenny","€","50959"
"Mean Net Household Income","2022","Kells, Kilkenny","€","67825"
"Mean Net Household Income","2022","Kilbeacon, Kilkenny","€","74902"
"Mean Net Household Income","2022","Kilbride, Kilkenny","€","67425"
"Mean Net Household Income","2022","Kilcolumb, Kilkenny","€","67907"
"Mean Net Household Income","2022","Kilculliheen, Kilkenny","€","54162"
"Mean Net Household Income","2022","Kilfane, Kilkenny","€","57175"
"Mean Net Household Income","2022","Kilkeasy, Kilkenny","€","69456"
"Mean Net Household Income","2022","Kilkenny No. 1 Urban, Kilkenny","€","47735"
"Mean Net Household Income","2022","Kilkenny No. 2 Urban, Kilkenny","€","49402"
"Mean Net Household Income","2022","Kilkenny Rural, Kilkenny","€","60397"
"Mean Net Household Income","2022","Kilkieran, Kilkenny","€","69960"
"Mean Net Household Income","2022","Killahy, Kilkenny","€","58374"
"Mean Net Household Income","2022","Killamery, Kilkenny","€","60584"
"Mean Net Household Income","2022","Kilmacar, Kilkenny","€","66427"
"Mean Net Household Income","2022","Kilmaganny, Kilkenny","€","53239"
"Mean Net Household Income","2022","Kilmakevoge, Kilkenny","€","61453"
"Mean Net Household Income","2022","Kilmanagh, Kilkenny","€","61085"
"Mean Net Household Income","2022","Kiltorcan, Kilkenny","€","73547"
"Mean Net Household Income","2022","Knocktopher, Kilkenny","€","64713"
"Mean Net Household Income","2022","Lisdowney, Kilkenny","€","62584"
"Mean Net Household Income","2022","Listerlin, Kilkenny","€","65244"
"Mean Net Household Income","2022","Mallardstown, Kilkenny","€","54674"
"Mean Net Household Income","2022","Moneenroe, Kilkenny","€","54166"
"Mean Net Household Income","2022","Mothell, Kilkenny","€","61332"
"Mean Net Household Income","2022","Muckalee, Kilkenny, 097078","€","62510"
"Mean Net Household Income","2022","Muckalee, Kilkenny, 097079","€","70116"
"Mean Net Household Income","2022","Odagh, Kilkenny","€","66674"
"Mean Net Household Income","2022","Outrath, Kilkenny","€","77497"
"Mean Net Household Income","2022","Paulstown, Kilkenny","€","59622"
"Mean Net Household Income","2022","Pilltown, Kilkenny","€","51557"
"Mean Net Household Income","2022","Pleberstown, Kilkenny","€","67075"
"Mean Net Household Income","2022","Pollrone, Kilkenny","€","53627"
"Mean Net Household Income","2022","Portnascully, Kilkenny","€","61139"
"Mean Net Household Income","2022","Powerstown, Kilkenny","€","57923"
"Mean Net Household Income","2022","Rathbeagh, Kilkenny","€","64178"
"Mean Net Household Income","2022","Rathcoole, Kilkenny","€","68954"
"Mean Net Household Income","2022","Rathealy, Kilkenny","€","58852"
"Mean Net Household Income","2022","Rathpatrick, Kilkenny","€","57103"
"Mean Net Household Income","2022","Rosbercon Rural, Kilkenny","€","54097"
"Mean Net Household Income","2022","Rossinan, Kilkenny","€","63307"
"Mean Net Household Income","2022","Scotsborough, Kilkenny","€","54416"
"Mean Net Household Income","2022","Shanbogh, Kilkenny","€","64582"
"Mean Net Household Income","2022","Shankill, Kilkenny","€","63524"
"Mean Net Household Income","2022","St. Canice, Kilkenny","€","76931"
"Mean Net Household Income","2022","Stonyford, Kilkenny","€","63264"
"Mean Net Household Income","2022","Templeorum, Kilkenny","€","58523"
"Mean Net Household Income","2022","The Rower, Kilkenny","€","62594"
"Mean Net Household Income","2022","Thomastown, Kilkenny","€","51584"
"Mean Net Household Income","2022","Tiscoffin, Kilkenny","€","67150"
"Mean Net Household Income","2022","Tubbrid, Kilkenny","€","61011"
"Mean Net Household Income","2022","Tubbridbrittain, Kilkenny","€","68804"
"Mean Net Household Income","2022","Tullaghanbrogue, Kilkenny","€","78803"
"Mean Net Household Income","2022","Tullaherin, Kilkenny","€","69078"
"Mean Net Household Income","2022","Tullahought, Kilkenny","€","55292"
"Mean Net Household Income","2022","Tullaroan, Kilkenny","€","60151"
"Mean Net Household Income","2022","Ullard, Kilkenny","€","56150"
"Mean Net Household Income","2022","Ullid, Kilkenny","€","58537"
"Mean Net Household Income","2022","Urlingford, Kilkenny","€","48089"
"Mean Net Household Income","2022","Whitechurch, Kilkenny","€","56599"
"Mean Net Household Income","2022","Woolengrange, Kilkenny","€","67266"
"Mean Net Household Income","2022","Abbeyleix, Laois","€","52984"
"Mean Net Household Income","2022","Aghmacart, Laois","€","65187"
"Mean Net Household Income","2022","Arderin, Laois","€","62716"
"Mean Net Household Income","2022","Ardough, Laois","€","60890"
"Mean Net Household Income","2022","Arless, Laois","€","61880"
"Mean Net Household Income","2022","Ballickmoyler, Laois","€","62208"
"Mean Net Household Income","2022","Ballinakill, Laois","€","61174"
"Mean Net Household Income","2022","Ballyadams, Laois","€","72008"
"Mean Net Household Income","2022","Ballybrittas, Laois","€","76477"
"Mean Net Household Income","2022","Ballybrophy, Laois","€","64040"
"Mean Net Household Income","2022","Ballycarroll, Laois","€","69881"
"Mean Net Household Income","2022","Ballyfin, Laois","€","65508"
"Mean Net Household Income","2022","Ballylehane, Laois","€","67579"
"Mean Net Household Income","2022","Ballylynan, Laois","€","59957"
"Mean Net Household Income","2022","Ballyroan, Laois","€","60913"
"Mean Net Household Income","2022","Barrowhouse, Laois","€","61363"
"Mean Net Household Income","2022","Blandsfort, Laois","€","63290"
"Mean Net Household Income","2022","Borris, Laois","€","52752"
"Mean Net Household Income","2022","Borris-In-Ossory, Laois","€","49463"
"Mean Net Household Income","2022","Caher, Laois","€","61655"
"Mean Net Household Income","2022","Capard/Brisha, Laois","€","59745"
"Mean Net Household Income","2022","Cappalough, Laois","€","66837"
"Mean Net Household Income","2022","Cardtown, Laois","€","64224"
"Mean Net Household Income","2022","Castlecuffe, Laois","€","62391"
"Mean Net Household Income","2022","Castletown, Laois","€","55430"
"Mean Net Household Income","2022","Clash, Laois","€","59334"
"Mean Net Household Income","2022","Clonaslee, Laois","€","53540"
"Mean Net Household Income","2022","Clondarrig, Laois","€","59534"
"Mean Net Household Income","2022","Clonin, Laois","€","61836"
"Mean Net Household Income","2022","Clonkeen, Laois","€","71616"
"Mean Net Household Income","2022","Clonmore, Laois","€","58337"
"Mean Net Household Income","2022","Colt, Laois","€","60307"
"Mean Net Household Income","2022","Coolrain, Laois","€","60462"
"Mean Net Household Income","2022","Cuffsborough, Laois","€","64215"
"Mean Net Household Income","2022","Cullahill, Laois","€","63621"
"Mean Net Household Income","2022","Cullenagh, Laois","€","64192"
"Mean Net Household Income","2022","Curraclone, Laois","€","74668"
"Mean Net Household Income","2022","Dangans, Laois","€","54166"
"Mean Net Household Income","2022","Donaghmore, Laois","€","53663"
"Mean Net Household Income","2022","Donore, Laois","€","66733"
"Mean Net Household Income","2022","Doonane, Laois","€","52099"
"Mean Net Household Income","2022","Dunmore, Laois","€","74154"
"Mean Net Household Income","2022","Durrow, Laois","€","55075"
"Mean Net Household Income","2022","Dysartgallen, Laois","€","66787"
"Mean Net Household Income","2022","Emo, Laois","€","69109"
"Mean Net Household Income","2022","Errill, Laois","€","54445"
"Mean Net Household Income","2022","Farnans, Laois","€","58550"
"Mean Net Household Income","2022","Fossy, Laois","€","65792"
"Mean Net Household Income","2022","Garrymore, Laois","€","71899"
"Mean Net Household Income","2022","Graigue Rural, Laois","€","55441"
"Mean Net Household Income","2022","Graigue, Laois","€","58857"
"Mean Net Household Income","2022","Grantstown, Laois","€","60540"
"Mean Net Household Income","2022","Jamestown, Laois","€","64061"
"Mean Net Household Income","2022","Kilcoke, Laois","€","63279"
"Mean Net Household Income","2022","Kilcolmanbane, Laois","€","72911"
"Mean Net Household Income","2022","Kildellig, Laois","€","68933"
"Mean Net Household Income","2022","Killabban, Laois","€","61853"
"Mean Net Household Income","2022","Killermogh, Laois","€","55810"
"Mean Net Household Income","2022","Kilmullen, Laois","€","72397"
"Mean Net Household Income","2022","Kilmurry, Laois","€","75602"
"Mean Net Household Income","2022","Kilnaseer, Laois","€","68358"
"Mean Net Household Income","2022","Kyle South, Laois","€","61235"
"Mean Net Household Income","2022","Kyle, Laois","€","51586"
"Mean Net Household Income","2022","Lacka, Laois","€","60696"
"Mean Net Household Income","2022","Luggacurren, Laois","€","60672"
"Mean Net Household Income","2022","Marymount, Laois","€","54496"
"Mean Net Household Income","2022","Meelick, Laois","€","63439"
"Mean Net Household Income","2022","Moneenalassa, Laois","€","59743"
"Mean Net Household Income","2022","Moneymore, Laois","€","72313"
"Mean Net Household Income","2022","Mountmellick Rural, Laois","€","66588"
"Mean Net Household Income","2022","Mountmellick Urban, Laois","€","46831"
"Mean Net Household Income","2022","Mountrath, Laois","€","50766"
"Mean Net Household Income","2022","Moyanna, Laois","€","75870"
"Mean Net Household Income","2022","Nealstown, Laois","€","59059"
"Mean Net Household Income","2022","Newtown, Laois","€","55174"
"Mean Net Household Income","2022","O'moresforest, Laois","€","66244"
"Mean Net Household Income","2022","Portarlington South, Laois","€","53682"
"Mean Net Household Income","2022","Portlaoighise Rural, Laois","€","57814"
"Mean Net Household Income","2022","Portlaoighise Urban, Laois","€","47157"
"Mean Net Household Income","2022","Raheen, Laois","€","71878"
"Mean Net Household Income","2022","Rathaspick, Laois","€","65707"
"Mean Net Household Income","2022","Rathdowney, Laois","€","45461"
"Mean Net Household Income","2022","Rathsaran, Laois","€","56350"
"Mean Net Household Income","2022","Rearymore, Laois","€","56548"
"Mean Net Household Income","2022","Rosenallis, Laois","€","63812"
"Mean Net Household Income","2022","Rossmore, Laois","€","75391"
"Mean Net Household Income","2022","Sallyford, Laois","€","69341"
"Mean Net Household Income","2022","Shaen, Laois","€","65644"
"Mean Net Household Income","2022","Shrule, Laois","€","63167"
"Mean Net Household Income","2022","Stradbally, Laois","€","53882"
"Mean Net Household Income","2022","Tankardstown, Laois","€","64188"
"Mean Net Household Income","2022","Timahoe, Laois","€","66610"
"Mean Net Household Income","2022","Timogue, Laois","€","63928"
"Mean Net Household Income","2022","Tinnahinch, Laois","€","53075"
"Mean Net Household Income","2022","Trumra, Laois","€","61796"
"Mean Net Household Income","2022","Turra, Laois","€","65908"
"Mean Net Household Income","2022","Vicarstown, Laois","€","63145"
"Mean Net Household Income","2022","Abbeylara, Longford","€","50047"
"Mean Net Household Income","2022","Aghaboy, Longford","€","51234"
"Mean Net Household Income","2022","Agharra, Longford","€","57955"
"Mean Net Household Income","2022","Ardagh East, Longford","€","58930"
"Mean Net Household Income","2022","Ardagh West, Longford","€","62074"
"Mean Net Household Income","2022","Ballinalee, Longford","€","49266"
"Mean Net Household Income","2022","Ballinamuck East, Longford","€","51985"
"Mean Net Household Income","2022","Ballinamuck West, Longford","€","44471"
"Mean Net Household Income","2022","Ballymahon, Longford","€","48905"
"Mean Net Household Income","2022","Ballymuigh, Longford","€","46879"
"Mean Net Household Income","2022","Breanrisk, Longford","€","56890"
"Mean Net Household Income","2022","Bunlahy, Longford","€","49352"
"Mean Net Household Income","2022","Caldragh, Longford","€","56897"
"Mean Net Household Income","2022","Cashel East, Longford","€","48515"
"Mean Net Household Income","2022","Cashel West, Longford","€","58012"
"Mean Net Household Income","2022","Cloondara, Longford","€","52444"
"Mean Net Household Income","2022","Cloonee, Longford","€","58018"
"Mean Net Household Income","2022","Columbkille, Longford","€","51013"
"Mean Net Household Income","2022","Coolamber, Longford","€","63503"
"Mean Net Household Income","2022","Corboy, Longford","€","58676"
"Mean Net Household Income","2022","Creevy, Longford","€","55972"
"Mean Net Household Income","2022","Crosagstown, Longford","€","55964"
"Mean Net Household Income","2022","Currygrane, Longford","€","54477"
"Mean Net Household Income","2022","Dalystown, Longford","€","49984"
"Mean Net Household Income","2022","Doory, Longford","€","57468"
"Mean Net Household Income","2022","Drumgort, Longford","€","53080"
"Mean Net Household Income","2022","Drumlish, Longford","€","49562"
"Mean Net Household Income","2022","Drummeel, Longford","€","50761"
"Mean Net Household Income","2022","Firry/Newgrove, Longford","€","47956"
"Mean Net Household Income","2022","Forgney, Longford","€","63146"
"Mean Net Household Income","2022","Foxhall, Longford","€","40610"
"Mean Net Household Income","2022","Gelshagh, Longford","€","55386"
"Mean Net Household Income","2022","Granard Rural, Longford","€","61741"
"Mean Net Household Income","2022","Granard Urban, Longford","€","42543"
"Mean Net Household Income","2022","Kilcommock, Longford","€","52230"
"Mean Net Household Income","2022","Kilglass, Longford","€","52364"
"Mean Net Household Income","2022","Killashee, Longford","€","50318"
"Mean Net Household Income","2022","Killoe, Longford","€","48306"
"Mean Net Household Income","2022","Knockanbaun, Longford","€","58918"
"Mean Net Household Income","2022","Ledwithstown, Longford","€","52243"
"Mean Net Household Income","2022","Lislea, Longford","€","45950"
"Mean Net Household Income","2022","Longford No. 1 Urban, Longford","€","34792"
"Mean Net Household Income","2022","Longford No. 2 Urban, Longford","€","54159"
"Mean Net Household Income","2022","Longford Rural, Longford","€","48727"
"Mean Net Household Income","2022","Meathas Truim, Longford","€","46193"
"Mean Net Household Income","2022","Milltown, Longford","€","54231"
"Mean Net Household Income","2022","Moatfarrell, Longford","€","59748"
"Mean Net Household Income","2022","Mountdavis, Longford","€","63271"
"Mean Net Household Income","2022","Moydow, Longford","€","56772"
"Mean Net Household Income","2022","Moyne, Longford","€","47284"
"Mean Net Household Income","2022","Mullanalaghta, Longford","€","60477"
"Mean Net Household Income","2022","Newtown Forbes, Longford","€","44468"
"Mean Net Household Income","2022","Rathcline, Longford","€","49599"
"Mean Net Household Income","2022","Sonnagh, Longford","€","41987"
"Mean Net Household Income","2022","Ardee Rural, Louth","€","66337"
"Mean Net Household Income","2022","Ardee Urban, Louth","€","47558"
"Mean Net Household Income","2022","Ballymascanlan, Louth","€","60525"
"Mean Net Household Income","2022","Barronstown, Louth","€","62723"
"Mean Net Household Income","2022","Carlingford, Louth","€","51483"
"Mean Net Household Income","2022","Castlebellingham, Louth","€","53309"
"Mean Net Household Income","2022","Castlering, Louth","€","66339"
"Mean Net Household Income","2022","Castletown (North), Louth","€","47211"
"Mean Net Household Income","2022","Castletown (South), Louth","€","63919"
"Mean Net Household Income","2022","Clogher, Louth","€","60759"
"Mean Net Household Income","2022","Clonkeen, Louth","€","65191"
"Mean Net Household Income","2022","Collon, Louth","€","62574"
"Mean Net Household Income","2022","Creggan Upper, Louth","€","50128"
"Mean Net Household Income","2022","Darver, Louth","€","69039"
"Mean Net Household Income","2022","Dromin, Louth","€","74549"
"Mean Net Household Income","2022","Dromiskin, Louth","€","61607"
"Mean Net Household Income","2022","Drumcar, Louth","€","63836"
"Mean Net Household Income","2022","Drummullagh, Louth","€","49559"
"Mean Net Household Income","2022","Dundalk No. 1 Urban, Louth","€","40338"
"Mean Net Household Income","2022","Dundalk No. 2 Urban, Louth","€","39194"
"Mean Net Household Income","2022","Dundalk No. 3 Urban, Louth","€","45196"
"Mean Net Household Income","2022","Dundalk No. 4 Urban, Louth","€","48395"
"Mean Net Household Income","2022","Dundalk Rural (North), Louth","€","46840"
"Mean Net Household Income","2022","Dundalk Rural (South), Louth","€","52163"
"Mean Net Household Income","2022","Dunleer, Louth","€","57275"
"Mean Net Household Income","2022","Dysart, Louth","€","69882"
"Mean Net Household Income","2022","Fair Gate, Louth","€","47012"
"Mean Net Household Income","2022","Faughart, Louth","€","58478"
"Mean Net Household Income","2022","Greenore, Louth","€","59264"
"Mean Net Household Income","2022","Haggardstown, Louth","€","64295"
"Mean Net Household Income","2022","Jenkinstown, Louth","€","62137"
"Mean Net Household Income","2022","Killanny, Louth","€","62074"
"Mean Net Household Income","2022","Louth, Louth","€","58119"
"Mean Net Household Income","2022","Mansfieldstown, Louth","€","66741"
"Mean Net Household Income","2022","Monasterboice, Louth","€","68713"
"Mean Net Household Income","2022","Mullary, Louth","€","77804"
"Mean Net Household Income","2022","Rathcor, Louth","€","57662"
"Mean Net Household Income","2022","Ravensdale, Louth","€","59274"
"Mean Net Household Income","2022","St. Lawrence Gate, Louth","€","55848"
"Mean Net Household Income","2022","St. Mary's (Part), Louth","€","59543"
"Mean Net Household Income","2022","St. Peter's, Louth","€","60867"
"Mean Net Household Income","2022","Stabannan, Louth","€","72906"
"Mean Net Household Income","2022","Tallanstown, Louth","€","57610"
"Mean Net Household Income","2022","Termonfeckin, Louth","€","71931"
"Mean Net Household Income","2022","West Gate, Louth","€","49127"
"Mean Net Household Income","2022","Ardagh, Meath","€","56378"
"Mean Net Household Income","2022","Ardbraccan, Meath","€","67908"
"Mean Net Household Income","2022","Ardcath, Meath","€","64012"
"Mean Net Household Income","2022","Ardmulchan, Meath","€","74376"
"Mean Net Household Income","2022","Ardnamullan, Meath","€","62444"
"Mean Net Household Income","2022","Athboy, Meath","€","55684"
"Mean Net Household Income","2022","Ballinlough, Meath","€","62576"
"Mean Net Household Income","2022","Ballyboggan, Meath","€","66628"
"Mean Net Household Income","2022","Ballyconnell, Meath","€","70033"
"Mean Net Household Income","2022","Balrathboyne, Meath","€","61020"
"Mean Net Household Income","2022","Bective, Meath","€","71792"
"Mean Net Household Income","2022","Boherboy, Meath","€","64502"
"Mean Net Household Income","2022","Burry, Meath","€","79683"
"Mean Net Household Income","2022","Carrickleck, Meath","€","60330"
"Mean Net Household Income","2022","Castlejordan, Meath","€","56285"
"Mean Net Household Income","2022","Castlekeeran, Meath","€","61532"
"Mean Net Household Income","2022","Castlerickard, Meath","€","67061"
"Mean Net Household Income","2022","Castletown, Meath","€","63225"
"Mean Net Household Income","2022","Ceanannas Mór Rural, Meath","€","59381"
"Mean Net Household Income","2022","Ceanannas Mór Urban, Meath","€","40809"
"Mean Net Household Income","2022","Cloghbrack, Meath","€","61276"
"Mean Net Household Income","2022","Clonmacduff, Meath","€","73572"
"Mean Net Household Income","2022","Crossakeel, Meath","€","52190"
"Mean Net Household Income","2022","Crosskeys, Meath","€","56233"
"Mean Net Household Income","2022","Cruicetown, Meath","€","66770"
"Mean Net Household Income","2022","Culmullin, Meath","€","85191"
"Mean Net Household Income","2022","Donaghmore, Meath","€","70025"
"Mean Net Household Income","2022","Donaghpatrick, Meath","€","70122"
"Mean Net Household Income","2022","Drumcondra, Meath","€","57555"
"Mean Net Household Income","2022","Duleek, Meath","€","59715"
"Mean Net Household Income","2022","Dunboyne, Meath","€","79878"
"Mean Net Household Income","2022","Dunshaughlin, Meath","€","75143"
"Mean Net Household Income","2022","Gallow, Meath","€","76052"
"Mean Net Household Income","2022","Galtrim, Meath","€","73668"
"Mean Net Household Income","2022","Girley, Meath","€","60301"
"Mean Net Household Income","2022","Grangegeeth, Meath","€","62353"
"Mean Net Household Income","2022","Grennanstown, Meath","€","65339"
"Mean Net Household Income","2022","Hill Of Down, Meath","€","62265"
"Mean Net Household Income","2022","Innfield, Meath","€","68532"
"Mean Net Household Income","2022","Julianstown, Meath","€","60353"
"Mean Net Household Income","2022","Kentstown, Meath","€","72515"
"Mean Net Household Income","2022","Kilbrew, Meath","€","71682"
"Mean Net Household Income","2022","Kilbride, Meath","€","73954"
"Mean Net Household Income","2022","Kilcooly, Meath","€","67246"
"Mean Net Household Income","2022","Kildalkey, Meath","€","66664"
"Mean Net Household Income","2022","Killaconnigan, Meath","€","56861"
"Mean Net Household Income","2022","Killallon, Meath","€","59617"
"Mean Net Household Income","2022","Killary, Meath","€","59413"
"Mean Net Household Income","2022","Killeagh, Meath","€","53113"
"Mean Net Household Income","2022","Killeen, Meath","€","74126"
"Mean Net Household Income","2022","Killyon, Meath","€","62213"
"Mean Net Household Income","2022","Kilmainham, Meath","€","51108"
"Mean Net Household Income","2022","Kilmessan, Meath","€","65983"
"Mean Net Household Income","2022","Kilmore, Meath","€","81263"
"Mean Net Household Income","2022","Kilskeer, Meath","€","62435"
"Mean Net Household Income","2022","Knocklough, Meath","€","56237"
"Mean Net Household Income","2022","Laracor, Meath","€","74286"
"Mean Net Household Income","2022","Loughan, Meath","€","69265"
"Mean Net Household Income","2022","Maperath, Meath","€","66540"
"Mean Net Household Income","2022","Martry, Meath","€","69165"
"Mean Net Household Income","2022","Mellifont, Meath","€","68184"
"Mean Net Household Income","2022","Moybolgue, Meath","€","67273"
"Mean Net Household Income","2022","Moylagh, Meath","€","55330"
"Mean Net Household Income","2022","Moynalty, Meath","€","61402"
"Mean Net Household Income","2022","Navan Rural, Meath","€","61750"
"Mean Net Household Income","2022","Navan Urban, Meath","€","46548"
"Mean Net Household Income","2022","Newcastle, Meath","€","62161"
"Mean Net Household Income","2022","Newtown, Meath","€","61058"
"Mean Net Household Income","2022","Nobber, Meath","€","56511"
"Mean Net Household Income","2022","Oldcastle, Meath","€","49861"
"Mean Net Household Income","2022","Painestown, Meath","€","72309"
"Mean Net Household Income","2022","Posseckstown, Meath","€","65020"
"Mean Net Household Income","2022","Rahinstown, Meath","€","66562"
"Mean Net Household Income","2022","Rathfeigh, Meath","€","82494"
"Mean Net Household Income","2022","Rathkenny, Meath","€","62057"
"Mean Net Household Income","2022","Rathmolyon, Meath","€","64881"
"Mean Net Household Income","2022","Rathmore, Meath","€","66045"
"Mean Net Household Income","2022","Ratoath, Meath","€","82567"
"Mean Net Household Income","2022","Rodanstown, Meath","€","80030"
"Mean Net Household Income","2022","Skreen, Meath","€","78838"
"Mean Net Household Income","2022","Slane, Meath","€","60116"
"Mean Net Household Income","2022","St. Mary's, Meath","€","68634"
"Mean Net Household Income","2022","Stackallan, Meath","€","71744"
"Mean Net Household Income","2022","Staholmog, Meath","€","60492"
"Mean Net Household Income","2022","Stamullin, Meath","€","70229"
"Mean Net Household Income","2022","Stonefield, Meath","€","58332"
"Mean Net Household Income","2022","Summerhill, Meath","€","61017"
"Mean Net Household Income","2022","Tara, Meath","€","76619"
"Mean Net Household Income","2022","Teltown, Meath","€","64250"
"Mean Net Household Income","2022","Trim Rural, Meath","€","63872"
"Mean Net Household Income","2022","Trim Urban, Meath","€","45621"
"Mean Net Household Income","2022","Trohanny, Meath","€","54904"
"Mean Net Household Income","2022","Aghancon, Offaly","€","55082"
"Mean Net Household Income","2022","Ballincor, Offaly","€","59645"
"Mean Net Household Income","2022","Ballyburly, Offaly","€","56641"
"Mean Net Household Income","2022","Ballycommon, Offaly","€","65550"
"Mean Net Household Income","2022","Ballycumber, Offaly","€","56184"
"Mean Net Household Income","2022","Ballymacwilliam, Offaly","€","61451"
"Mean Net Household Income","2022","Ballyshear, Offaly","€","64969"
"Mean Net Household Income","2022","Banagher, Offaly","€","51379"
"Mean Net Household Income","2022","Barna, Offaly","€","61818"
"Mean Net Household Income","2022","Bawn, Offaly","€","60981"
"Mean Net Household Income","2022","Birr Rural, Offaly","€","52705"
"Mean Net Household Income","2022","Birr Urban, Offaly","€","46805"
"Mean Net Household Income","2022","Bracknagh, Offaly","€","61461"
"Mean Net Household Income","2022","Broughal, Offaly","€","48960"
"Mean Net Household Income","2022","Cangort, Offaly","€","52490"
"Mean Net Household Income","2022","Cappancur, Offaly","€","62963"
"Mean Net Household Income","2022","Clara, Offaly","€","50759"
"Mean Net Household Income","2022","Cloghan, Offaly","€","53323"
"Mean Net Household Income","2022","Clonbulloge, Offaly","€","56877"
